id,nombre_region,estado_id,img_region_url,created_at
1,Tierra Caliente (Mich.),1,https://yclpghrhxzbdbszvvnnq.supabase.co/storage/v1/object/public/folklortrack/regiones/TierraCaliente.jpg,2024-03-15 10:05:00-06
